contact;education;day;duration;campaign;previous;poutcome;loan
unknown;unknown;16;147;2;0;unknown;no
cellular;secondary;3;114;6;5;other;no
cellular;secondary;18;400;2;0;unknown;yes
cellular;secondary;18;79;3;0;unknown;yes
unknown;primary;6;29;4;0;unknown;no
cellular;secondary;20;97;2;0;unknown;no
unknown;secondary;21;187;5;0;unknown;no
unknown;secondary;14;201;1;0;unknown;no
cellular;secondary;2;280;1;1;failure;no
unknown;tertiary;30;150;1;0;unknown;no
cellular;secondary;24;129;1;0;unknown;no
cellular;secondary;14;516;1;0;unknown;no
unknown;primary;16;127;2;0;unknown;no
unknown;primary;17;174;2;0;unknown;no
cellular;secondary;29;82;5;0;unknown;no
unknown;secondary;3;1516;2;0;unknown;no
unknown;secondary;16;204;1;0;unknown;no
cellular;secondary;9;378;1;0;unknown;no
unknown;tertiary;27;152;11;0;unknown;no
cellular;secondary;17;185;1;0;unknown;no
cellular;primary;15;317;1;0;unknown;no
unknown;secondary;23;27;1;0;unknown;no
cellular;secondary;20;205;6;0;unknown;no
telephone;secondary;19;46;1;2;failure;no
cellular;secondary;28;978;2;1;other;no
cellular;secondary;5;45;5;0;unknown;yes
unknown;secondary;17;145;6;0;unknown;no
cellular;secondary;28;138;1;0;unknown;no
unknown;tertiary;7;720;2;0;unknown;no
unknown;secondary;18;362;1;0;unknown;yes
cellular;primary;18;90;6;0;unknown;no
unknown;secondary;16;214;1;0;unknown;yes
cellular;primary;14;142;3;17;failure;no
unknown;secondary;29;241;3;0;unknown;no
telephone;tertiary;9;148;6;0;unknown;yes
unknown;secondary;19;227;6;0;unknown;no
cellular;secondary;21;126;2;0;unknown;no
unknown;secondary;28;410;1;0;unknown;no
cellular;unknown;29;243;2;0;unknown;no
unknown;primary;30;171;2;0;unknown;no
unknown;tertiary;15;147;1;0;unknown;no
unknown;secondary;12;91;1;0;unknown;no
cellular;secondary;19;332;1;1;failure;no
cellular;secondary;25;471;2;0;unknown;no
telephone;tertiary;4;364;1;1;other;no
cellular;tertiary;15;117;2;0;unknown;yes
telephone;primary;14;185;4;0;unknown;no
telephone;unknown;15;59;3;1;other;no
cellular;tertiary;18;147;3;0;unknown;no
unknown;secondary;23;553;2;0;unknown;yes
cellular;tertiary;13;275;1;0;unknown;no
telephone;tertiary;6;239;4;0;unknown;no
unknown;secondary;2;402;9;0;unknown;no
telephone;primary;9;68;12;0;unknown;no
cellular;tertiary;28;82;3;0;unknown;yes
unknown;secondary;5;57;6;0;unknown;no
cellular;secondary;13;495;1;1;success;no
cellular;tertiary;21;479;1;0;unknown;no
cellular;secondary;29;141;2;0;unknown;no
cellular;tertiary;19;82;4;0;unknown;no
cellular;tertiary;10;798;1;5;other;no
cellular;secondary;7;232;1;0;unknown;yes
cellular;tertiary;26;60;5;0;unknown;no
unknown;tertiary;8;103;3;0;unknown;no
cellular;tertiary;8;443;1;0;unknown;yes
unknown;secondary;9;400;2;0;unknown;no
unknown;secondary;5;132;1;0;unknown;no
cellular;secondary;18;374;16;0;unknown;yes
cellular;secondary;25;363;7;0;unknown;no
cellular;tertiary;8;111;2;0;unknown;no
cellular;tertiary;29;130;4;0;unknown;no
telephone;unknown;29;308;3;0;unknown;no
unknown;secondary;3;116;1;0;unknown;no
cellular;tertiary;9;160;2;0;unknown;no
unknown;primary;13;205;3;0;unknown;no
cellular;tertiary;12;185;2;0;unknown;no
cellular;secondary;20;61;2;4;failure;no
telephone;secondary;14;159;2;6;success;no
cellular;tertiary;18;213;1;6;failure;no
unknown;tertiary;20;294;15;0;unknown;no
cellular;secondary;10;140;3;0;unknown;no
cellular;secondary;28;71;1;9;other;yes
cellular;secondary;8;47;7;0;unknown;yes
cellular;secondary;16;570;2;0;unknown;no
cellular;secondary;23;130;1;1;failure;no
cellular;tertiary;14;201;1;1;other;no
cellular;tertiary;21;11;7;0;unknown;no
cellular;tertiary;4;70;5;5;other;no
cellular;tertiary;22;54;2;0;unknown;no
unknown;secondary;27;22;16;0;unknown;no
cellular;secondary;30;103;3;0;unknown;no
cellular;secondary;6;104;1;1;failure;no
telephone;primary;18;29;2;0;unknown;no
unknown;unknown;12;57;2;0;unknown;no
unknown;secondary;4;236;1;0;unknown;no
cellular;tertiary;11;528;3;0;unknown;no
cellular;secondary;31;68;2;0;unknown;no
telephone;primary;7;876;1;0;unknown;no
cellular;tertiary;1;76;1;0;unknown;no
unknown;secondary;26;99;1;0;unknown;no
cellular;secondary;18;122;3;4;failure;no
unknown;secondary;29;58;2;0;unknown;yes
cellular;tertiary;30;78;3;0;unknown;no
unknown;secondary;3;435;3;0;unknown;no
telephone;primary;28;210;3;0;unknown;yes
unknown;primary;15;54;2;0;unknown;no
unknown;secondary;20;138;4;0;unknown;no
cellular;secondary;29;336;7;0;unknown;no
cellular;secondary;4;249;1;0;unknown;no
unknown;secondary;28;63;1;0;unknown;no
cellular;tertiary;5;875;2;0;unknown;no
unknown;tertiary;14;191;2;0;unknown;yes
cellular;tertiary;24;481;2;0;unknown;no
cellular;secondary;18;120;2;0;unknown;no
cellular;secondary;13;207;1;0;unknown;yes
telephone;tertiary;5;303;2;0;unknown;no
cellular;tertiary;21;93;2;0;unknown;no
cellular;primary;3;128;1;0;unknown;no
cellular;secondary;31;5;3;0;unknown;no
unknown;secondary;20;20;3;0;unknown;no
cellular;tertiary;14;218;3;9;other;no
unknown;tertiary;23;36;2;0;unknown;no
cellular;secondary;16;136;8;0;unknown;no
cellular;secondary;19;336;1;0;unknown;no
cellular;primary;8;192;1;0;unknown;yes
cellular;tertiary;26;141;1;1;failure;no
unknown;primary;17;65;2;0;unknown;yes
cellular;tertiary;30;203;2;3;other;no
cellular;tertiary;26;104;9;0;unknown;no
unknown;secondary;14;230;1;0;unknown;no
cellular;tertiary;10;71;1;0;unknown;no
unknown;tertiary;21;205;2;0;unknown;no
unknown;tertiary;14;162;1;0;unknown;no
unknown;tertiary;27;145;2;0;unknown;no
unknown;tertiary;3;220;2;0;unknown;no
cellular;secondary;8;261;1;1;success;no
cellular;tertiary;13;132;2;0;unknown;no
cellular;secondary;30;273;1;1;other;no
cellular;unknown;25;349;2;1;success;no
unknown;tertiary;9;291;3;0;unknown;no
cellular;secondary;28;83;6;0;unknown;no
unknown;secondary;20;793;2;0;unknown;no
cellular;primary;5;119;1;8;success;no
unknown;secondary;16;312;1;0;unknown;yes
unknown;secondary;14;103;6;0;unknown;no
cellular;secondary;16;101;3;0;unknown;no
unknown;primary;20;48;1;0;unknown;no
cellular;secondary;21;228;3;0;unknown;no
unknown;primary;20;81;3;0;unknown;no
cellular;secondary;7;152;2;0;unknown;no
unknown;secondary;23;160;3;0;unknown;no
unknown;secondary;27;59;1;0;unknown;no
cellular;secondary;21;297;1;0;unknown;no
cellular;tertiary;22;147;2;0;unknown;no
cellular;tertiary;4;143;1;0;unknown;no
unknown;secondary;28;75;1;0;unknown;no
telephone;secondary;14;338;3;2;failure;no
unknown;tertiary;11;29;2;0;unknown;no
unknown;tertiary;14;159;2;0;unknown;no
cellular;secondary;11;15;7;0;unknown;no
cellular;tertiary;8;198;2;5;other;no
unknown;secondary;19;114;2;0;unknown;no
cellular;tertiary;12;1117;2;0;unknown;no
cellular;secondary;3;343;2;0;unknown;no
cellular;tertiary;31;59;2;0;unknown;no
cellular;secondary;16;212;2;0;unknown;no
unknown;primary;7;157;6;0;unknown;no
cellular;secondary;8;96;1;0;unknown;yes
unknown;tertiary;27;245;2;0;unknown;no
cellular;tertiary;11;72;4;0;unknown;no
cellular;primary;16;700;1;0;unknown;no
cellular;tertiary;15;107;1;4;failure;no
cellular;secondary;18;312;3;0;unknown;no
cellular;secondary;4;153;1;3;other;yes
telephone;secondary;13;38;3;0;unknown;no
cellular;secondary;14;96;3;0;unknown;no
unknown;unknown;23;397;1;0;unknown;no
telephone;secondary;30;208;3;0;unknown;yes
telephone;unknown;28;122;3;0;unknown;no
cellular;tertiary;29;109;1;1;failure;yes
unknown;secondary;26;74;1;0;unknown;yes
cellular;tertiary;22;72;1;0;unknown;no
cellular;tertiary;5;383;2;0;unknown;no
unknown;secondary;12;113;3;0;unknown;no
cellular;tertiary;19;387;8;0;unknown;no
cellular;primary;18;59;2;0;unknown;no
cellular;secondary;13;528;1;2;failure;no
cellular;tertiary;26;1223;6;0;unknown;no
telephone;unknown;30;38;2;0;unknown;no
cellular;secondary;4;1139;2;1;success;no
cellular;primary;19;286;2;0;unknown;no
cellular;secondary;3;369;2;0;unknown;yes
cellular;secondary;13;333;5;0;unknown;no
cellular;secondary;8;198;1;0;unknown;no
cellular;tertiary;26;106;8;0;unknown;no
cellular;secondary;22;423;1;0;unknown;no
cellular;tertiary;12;116;4;0;unknown;no
unknown;secondary;19;30;1;1;other;no
cellular;secondary;13;1101;2;0;unknown;no
cellular;tertiary;16;102;1;1;failure;no
cellular;tertiary;6;384;6;0;unknown;no
cellular;unknown;4;156;2;8;failure;no
telephone;secondary;17;99;3;0;unknown;no
telephone;secondary;18;280;6;5;other;no
telephone;secondary;29;20;2;0;unknown;no
unknown;secondary;2;258;1;0;unknown;no
cellular;secondary;29;85;6;0;unknown;no
unknown;secondary;4;355;1;0;unknown;no
unknown;secondary;5;66;3;0;unknown;no
cellular;secondary;18;467;1;0;unknown;no
cellular;secondary;7;582;2;4;failure;no
cellular;secondary;15;744;1;0;unknown;no
cellular;tertiary;30;185;4;0;unknown;no
cellular;secondary;12;13;5;0;unknown;no
cellular;secondary;4;98;1;3;failure;no
unknown;primary;9;127;1;0;unknown;no
unknown;secondary;3;45;2;0;unknown;no
cellular;secondary;29;244;3;0;unknown;no
unknown;tertiary;16;2769;4;0;unknown;no
cellular;tertiary;12;561;4;3;failure;no
cellular;tertiary;22;182;1;0;unknown;no
cellular;secondary;22;618;1;0;unknown;no
unknown;secondary;6;198;3;0;unknown;yes
cellular;secondary;19;126;6;0;unknown;no
cellular;secondary;21;63;1;0;unknown;no
unknown;secondary;21;412;1;0;unknown;no
cellular;tertiary;13;66;1;22;failure;no
cellular;secondary;17;96;1;0;unknown;no
cellular;tertiary;30;633;1;2;success;no
unknown;secondary;30;298;3;0;unknown;no
cellular;secondary;17;341;1;0;unknown;no
cellular;tertiary;12;234;7;1;failure;no
cellular;primary;23;639;1;1;failure;no
cellular;tertiary;8;310;4;0;unknown;no
unknown;primary;2;123;4;0;unknown;no
cellular;tertiary;2;253;1;0;unknown;no
cellular;secondary;11;96;2;0;unknown;no
cellular;tertiary;30;297;1;3;success;no
unknown;secondary;26;501;2;0;unknown;yes
cellular;primary;15;67;1;2;failure;no
unknown;primary;21;281;1;0;unknown;no
cellular;secondary;5;475;2;0;unknown;yes
cellular;primary;6;205;1;0;unknown;no
cellular;tertiary;8;272;1;8;other;no
cellular;secondary;15;349;1;0;unknown;no
cellular;secondary;9;183;1;0;unknown;no
cellular;tertiary;8;130;1;2;other;no
unknown;primary;4;61;6;0;unknown;yes
cellular;tertiary;5;37;2;0;unknown;yes
cellular;secondary;19;354;2;0;unknown;no
cellular;tertiary;4;203;1;8;other;no
unknown;secondary;13;152;1;0;unknown;no
unknown;primary;2;41;5;0;unknown;no
cellular;secondary;4;20;5;0;unknown;no
cellular;tertiary;11;277;1;2;success;no
unknown;secondary;17;83;2;0;unknown;no
telephone;tertiary;28;91;5;0;unknown;no
unknown;unknown;5;315;1;0;unknown;no
cellular;tertiary;28;70;9;0;unknown;no
cellular;secondary;9;384;1;0;unknown;no
unknown;secondary;4;105;3;0;unknown;yes
cellular;secondary;25;158;2;0;unknown;no
cellular;secondary;13;199;1;2;failure;no
unknown;unknown;27;147;1;0;unknown;no
cellular;secondary;29;538;8;0;unknown;no
cellular;secondary;22;77;9;0;unknown;no
cellular;primary;20;94;2;0;unknown;no
unknown;secondary;13;1721;2;0;unknown;no
cellular;secondary;19;143;1;3;failure;no
cellular;secondary;20;104;1;0;unknown;yes
cellular;tertiary;7;587;2;0;unknown;no
cellular;secondary;22;1608;13;0;unknown;no
cellular;tertiary;9;48;4;0;unknown;no
cellular;tertiary;9;74;1;0;unknown;no
cellular;secondary;12;427;1;0;unknown;no
cellular;primary;14;73;1;0;unknown;no
unknown;tertiary;3;14;21;0;unknown;no
cellular;primary;14;333;2;0;unknown;no
cellular;tertiary;13;244;6;0;unknown;no
cellular;secondary;22;242;7;0;unknown;no
cellular;secondary;18;222;1;0;unknown;no
cellular;secondary;7;490;1;0;unknown;yes
cellular;tertiary;20;258;2;0;unknown;no
cellular;tertiary;29;337;2;0;unknown;no
telephone;unknown;8;220;7;2;failure;no
cellular;secondary;24;79;2;2;success;no
telephone;secondary;9;250;1;0;unknown;no
cellular;secondary;2;130;1;0;unknown;no
cellular;tertiary;18;882;8;0;unknown;no
cellular;secondary;17;515;1;1;other;yes
cellular;secondary;5;238;3;2;failure;no
telephone;tertiary;28;32;2;0;unknown;no
unknown;secondary;13;907;2;0;unknown;no
unknown;primary;27;162;1;0;unknown;no
unknown;tertiary;7;70;2;0;unknown;no
unknown;secondary;4;99;6;0;unknown;no
unknown;secondary;13;325;1;0;unknown;no
cellular;secondary;18;305;12;0;unknown;yes
cellular;secondary;19;631;1;0;unknown;no
cellular;secondary;10;169;1;1;failure;no
cellular;secondary;28;61;2;0;unknown;no
cellular;secondary;22;256;2;0;unknown;no
unknown;tertiary;11;58;3;0;unknown;no
unknown;primary;20;142;3;0;unknown;no
telephone;tertiary;4;36;6;2;other;no
cellular;tertiary;10;106;1;0;unknown;no
cellular;tertiary;21;71;4;0;unknown;no
cellular;secondary;25;132;6;0;unknown;no
unknown;secondary;20;120;1;0;unknown;no
cellular;tertiary;14;181;2;1;failure;no
unknown;secondary;28;302;1;0;unknown;no
cellular;tertiary;23;93;3;0;unknown;no
unknown;secondary;17;235;2;0;unknown;no
cellular;tertiary;15;129;1;0;unknown;no
cellular;primary;11;94;2;0;unknown;no
cellular;secondary;7;310;1;0;unknown;no
cellular;secondary;15;195;7;0;unknown;no
unknown;secondary;21;196;1;0;unknown;no
unknown;primary;15;93;1;0;unknown;no
telephone;secondary;17;394;2;0;unknown;no
cellular;secondary;3;288;3;0;unknown;no
cellular;secondary;31;208;2;0;unknown;no
cellular;tertiary;27;508;1;0;unknown;no
cellular;primary;30;86;2;0;unknown;no
cellular;secondary;21;189;1;0;unknown;no
unknown;secondary;29;249;2;0;unknown;no
cellular;primary;21;450;1;0;unknown;no
cellular;unknown;22;680;1;1;failure;no
unknown;secondary;20;175;2;0;unknown;no
cellular;primary;9;479;1;0;unknown;no
cellular;tertiary;5;270;3;4;other;no
cellular;tertiary;24;164;1;0;unknown;no
cellular;secondary;20;158;1;1;success;no
cellular;secondary;8;50;4;0;unknown;no
cellular;secondary;6;80;2;0;unknown;no
cellular;tertiary;6;45;1;0;unknown;no
cellular;secondary;29;220;2;0;unknown;no
unknown;secondary;18;161;2;0;unknown;no
unknown;secondary;20;98;1;0;unknown;no
unknown;secondary;9;79;1;0;unknown;yes
unknown;primary;6;157;2;0;unknown;yes
cellular;secondary;21;339;1;0;unknown;no
unknown;secondary;13;274;2;0;unknown;no
unknown;primary;14;977;1;0;unknown;no
unknown;primary;4;329;4;0;unknown;no
telephone;secondary;21;1441;3;0;unknown;no
unknown;secondary;6;231;1;0;unknown;no
cellular;tertiary;13;96;2;5;failure;no
cellular;secondary;18;213;1;1;failure;no
cellular;secondary;30;335;1;0;unknown;no
cellular;secondary;14;959;3;7;other;no
cellular;tertiary;28;383;6;0;unknown;no
unknown;secondary;2;40;1;0;unknown;no
unknown;primary;7;110;2;0;unknown;no
unknown;secondary;7;326;1;0;unknown;no
unknown;unknown;28;179;3;0;unknown;no
cellular;secondary;25;132;8;0;unknown;yes
cellular;secondary;16;95;1;0;unknown;yes
unknown;tertiary;20;174;3;0;unknown;yes
cellular;tertiary;20;29;3;1;failure;no
cellular;secondary;11;106;2;0;unknown;no
cellular;secondary;19;136;1;1;failure;no
cellular;tertiary;5;110;2;2;success;no
cellular;secondary;11;230;3;0;unknown;no
unknown;unknown;12;140;7;0;unknown;no
cellular;secondary;18;151;10;0;unknown;yes
telephone;secondary;9;693;2;0;unknown;no
cellular;secondary;13;31;1;0;unknown;no
cellular;tertiary;26;125;2;0;unknown;no
cellular;primary;20;670;4;2;success;yes
cellular;secondary;12;454;2;3;failure;no
unknown;secondary;23;159;3;0;unknown;yes
cellular;secondary;5;504;2;0;unknown;no
telephone;secondary;27;29;28;0;unknown;no
cellular;tertiary;1;190;1;1;failure;no
unknown;secondary;14;332;2;0;unknown;no
telephone;primary;3;143;4;1;failure;no
cellular;secondary;30;77;1;2;other;no
cellular;secondary;31;517;4;0;unknown;no
cellular;tertiary;25;269;1;0;unknown;no
cellular;primary;7;184;1;0;unknown;yes
cellular;tertiary;18;47;4;0;unknown;no
telephone;primary;21;168;3;0;unknown;no
cellular;secondary;11;50;1;0;unknown;no
cellular;secondary;14;757;4;0;unknown;yes
cellular;secondary;25;93;4;0;unknown;yes
cellular;secondary;11;285;2;0;unknown;no
cellular;secondary;18;146;2;0;unknown;no
unknown;secondary;28;386;1;0;unknown;no
cellular;tertiary;19;145;7;0;unknown;no
cellular;tertiary;16;237;2;1;failure;no
cellular;primary;8;474;2;0;unknown;no
unknown;secondary;20;350;4;0;unknown;no
cellular;secondary;28;487;7;0;unknown;no
unknown;unknown;5;1009;2;0;unknown;no
cellular;tertiary;5;87;1;2;success;no
telephone;secondary;23;82;3;0;unknown;yes
cellular;secondary;18;183;1;0;unknown;no
telephone;secondary;2;139;5;0;unknown;no
unknown;secondary;3;115;3;0;unknown;no
cellular;tertiary;8;124;2;0;unknown;no
unknown;tertiary;3;633;28;0;unknown;no
telephone;secondary;20;718;1;0;unknown;no
cellular;tertiary;2;63;1;0;unknown;no
cellular;secondary;14;180;1;2;failure;no
cellular;tertiary;25;47;1;1;failure;no
cellular;secondary;9;391;1;0;unknown;no
unknown;tertiary;4;85;3;0;unknown;yes
cellular;tertiary;15;373;1;0;unknown;no
cellular;secondary;20;289;2;0;unknown;no
telephone;tertiary;10;805;1;1;other;no
cellular;primary;7;623;1;1;success;no
unknown;secondary;17;483;1;0;unknown;no
unknown;tertiary;9;26;2;0;unknown;no
unknown;secondary;7;112;3;0;unknown;no
cellular;tertiary;17;213;2;0;unknown;no
cellular;secondary;20;129;1;0;unknown;no
cellular;primary;15;330;1;4;success;no
unknown;primary;9;104;1;0;unknown;no
unknown;primary;29;184;1;0;unknown;no
cellular;tertiary;21;120;3;0;unknown;no
unknown;secondary;3;159;4;0;unknown;no
unknown;secondary;15;391;3;0;unknown;no
cellular;secondary;12;112;2;0;unknown;no
unknown;primary;9;76;1;0;unknown;no
unknown;secondary;21;189;2;0;unknown;no
unknown;secondary;28;94;1;0;unknown;no
unknown;primary;29;184;3;0;unknown;no
cellular;tertiary;7;100;2;0;unknown;no
cellular;tertiary;28;57;1;0;unknown;no
cellular;tertiary;17;525;3;0;unknown;no
cellular;secondary;21;60;1;0;unknown;no
unknown;secondary;26;251;11;0;unknown;no
unknown;secondary;30;251;3;0;unknown;no
cellular;primary;26;219;6;0;unknown;no
cellular;tertiary;27;976;12;0;unknown;no
cellular;tertiary;8;46;1;0;unknown;yes
cellular;tertiary;18;185;3;0;unknown;no
cellular;secondary;12;587;2;0;unknown;no
cellular;secondary;29;65;2;0;unknown;no
unknown;tertiary;17;491;1;0;unknown;no
cellular;secondary;11;432;2;0;unknown;no
cellular;tertiary;21;102;1;0;unknown;no
cellular;secondary;17;264;1;1;failure;no
cellular;secondary;20;106;2;0;unknown;yes
cellular;secondary;17;81;1;0;unknown;yes
unknown;tertiary;6;95;2;0;unknown;no
unknown;secondary;15;322;1;0;unknown;no
cellular;unknown;14;94;5;3;other;no
cellular;secondary;12;417;1;9;other;no
cellular;secondary;18;567;1;3;success;no
unknown;secondary;15;5;1;0;unknown;no
cellular;tertiary;14;464;5;0;unknown;no
cellular;tertiary;1;222;1;0;unknown;no
cellular;tertiary;13;469;1;0;unknown;no
cellular;primary;15;99;1;0;unknown;no
unknown;secondary;14;297;2;0;unknown;no
cellular;secondary;20;41;3;0;unknown;no
cellular;secondary;9;390;1;0;unknown;no
unknown;primary;29;535;2;0;unknown;no
cellular;primary;11;269;2;0;unknown;no
cellular;secondary;20;1010;3;1;other;no
cellular;tertiary;8;73;6;0;unknown;no
unknown;tertiary;7;650;1;0;unknown;yes
unknown;secondary;4;53;2;0;unknown;no
cellular;primary;26;634;2;0;unknown;no
unknown;secondary;14;72;2;0;unknown;no
cellular;secondary;17;270;1;2;failure;no
cellular;primary;12;165;2;1;failure;no
cellular;tertiary;19;164;2;0;unknown;no
cellular;secondary;14;78;4;0;unknown;no
cellular;tertiary;12;897;4;0;unknown;no
cellular;tertiary;31;22;8;0;unknown;no
cellular;tertiary;21;161;3;0;unknown;no
unknown;primary;20;23;4;0;unknown;no
cellular;tertiary;11;490;2;0;unknown;no
cellular;tertiary;30;359;1;0;unknown;yes
cellular;primary;29;213;2;0;unknown;no
cellular;unknown;4;122;1;0;unknown;no
unknown;secondary;29;587;4;0;unknown;no
unknown;primary;11;199;6;0;unknown;no
cellular;secondary;20;261;2;0;unknown;no
telephone;secondary;31;5;3;0;unknown;no
cellular;tertiary;17;1531;1;0;unknown;no
unknown;primary;13;92;1;0;unknown;no
cellular;tertiary;6;179;2;0;unknown;yes
unknown;primary;15;41;1;0;unknown;no
cellular;secondary;29;197;2;3;failure;yes
cellular;secondary;9;144;5;0;unknown;no
unknown;primary;12;255;1;0;unknown;no
cellular;tertiary;11;331;7;0;unknown;no
cellular;tertiary;28;216;1;4;success;no
unknown;tertiary;8;64;1;0;unknown;no
unknown;secondary;3;34;1;0;unknown;yes
cellular;secondary;12;68;1;1;failure;no
unknown;tertiary;7;764;3;0;unknown;no
cellular;tertiary;17;64;1;0;unknown;no
unknown;secondary;8;257;2;0;unknown;no
cellular;primary;12;58;3;5;failure;no
cellular;tertiary;27;30;3;0;unknown;no
cellular;secondary;8;529;5;0;unknown;no
unknown;tertiary;19;147;1;0;unknown;yes
cellular;secondary;28;173;2;0;unknown;no
unknown;secondary;21;132;1;0;unknown;no
unknown;tertiary;16;286;1;0;unknown;no
unknown;tertiary;18;476;1;0;unknown;no
cellular;unknown;19;221;5;0;unknown;no
cellular;secondary;21;146;4;0;unknown;no
cellular;secondary;25;69;6;0;unknown;no
cellular;tertiary;17;157;2;1;failure;no
cellular;secondary;25;485;1;0;unknown;no
cellular;secondary;7;56;1;1;failure;no
cellular;secondary;31;69;1;0;unknown;no
cellular;secondary;19;294;3;0;unknown;no
cellular;primary;6;146;1;2;failure;no
unknown;secondary;30;58;2;0;unknown;no
unknown;tertiary;28;249;2;0;unknown;no
unknown;secondary;20;10;8;0;unknown;yes
cellular;secondary;27;255;3;1;success;no
cellular;secondary;3;337;4;0;unknown;no
cellular;secondary;2;142;1;0;unknown;no
cellular;tertiary;24;209;2;0;unknown;no
unknown;unknown;30;825;2;0;unknown;no
unknown;secondary;5;87;1;0;unknown;no
unknown;secondary;23;219;4;0;unknown;no
unknown;tertiary;21;143;1;0;unknown;yes
cellular;tertiary;9;70;1;0;unknown;yes
unknown;secondary;27;371;2;0;unknown;no
cellular;secondary;4;539;8;5;failure;yes
cellular;unknown;5;725;3;0;unknown;no
cellular;secondary;16;101;7;0;unknown;yes
cellular;secondary;5;169;2;0;unknown;no
unknown;tertiary;4;15;1;0;unknown;no
cellular;secondary;20;234;5;0;unknown;no
cellular;tertiary;22;171;15;0;unknown;no
cellular;tertiary;28;14;3;0;unknown;no
cellular;unknown;24;242;2;0;unknown;no
cellular;secondary;27;155;15;0;unknown;yes
cellular;secondary;11;580;1;1;failure;no
unknown;secondary;7;223;2;0;unknown;no
cellular;secondary;18;297;1;0;unknown;no
cellular;tertiary;8;124;2;0;unknown;no
cellular;secondary;2;465;2;0;unknown;no
cellular;secondary;10;330;1;0;unknown;no
cellular;secondary;20;153;2;2;failure;no
unknown;tertiary;19;131;2;0;unknown;no
cellular;tertiary;27;208;1;2;failure;no
cellular;secondary;5;98;1;0;unknown;yes
telephone;primary;10;230;3;0;unknown;no
cellular;secondary;22;400;2;0;unknown;no
cellular;tertiary;30;284;1;1;failure;no
cellular;secondary;17;243;1;0;unknown;no
cellular;secondary;15;16;9;1;failure;no
cellular;secondary;7;274;2;0;unknown;no
cellular;tertiary;30;122;3;0;unknown;no
telephone;secondary;15;219;2;0;unknown;no
cellular;secondary;16;301;3;0;unknown;yes
cellular;secondary;21;7;8;1;failure;no
unknown;unknown;19;374;3;0;unknown;no
telephone;primary;12;26;1;0;unknown;no
telephone;primary;28;172;1;0;unknown;no
cellular;secondary;15;332;1;2;other;no
cellular;secondary;22;253;1;5;failure;no
cellular;tertiary;16;200;2;3;other;no
cellular;secondary;19;405;2;0;unknown;no
unknown;secondary;27;132;2;0;unknown;yes
unknown;secondary;20;89;1;0;unknown;no
cellular;secondary;5;86;1;0;unknown;yes
cellular;secondary;7;147;4;0;unknown;no
unknown;secondary;6;369;2;0;unknown;no
unknown;secondary;27;64;3;0;unknown;no
cellular;secondary;26;98;14;0;unknown;no
telephone;tertiary;29;66;2;0;unknown;no
cellular;secondary;27;149;2;1;failure;no
telephone;secondary;26;240;3;4;failure;no
cellular;secondary;26;87;6;0;unknown;no
cellular;secondary;21;816;1;0;unknown;no
cellular;secondary;20;106;2;2;failure;no
cellular;secondary;30;73;3;3;other;no
unknown;primary;23;574;5;0;unknown;no
unknown;tertiary;1;8;1;2;failure;yes
unknown;primary;20;14;3;0;unknown;no
unknown;secondary;16;731;4;0;unknown;no
cellular;primary;7;208;1;1;failure;no
cellular;secondary;29;821;1;0;unknown;no
cellular;tertiary;21;137;4;0;unknown;no
cellular;primary;14;173;6;23;failure;no
unknown;secondary;6;582;11;0;unknown;no
cellular;secondary;21;676;1;0;unknown;no
cellular;tertiary;16;384;1;5;failure;no
unknown;primary;27;62;2;0;unknown;yes
cellular;tertiary;21;295;3;0;unknown;no
unknown;tertiary;23;241;2;0;unknown;no
telephone;secondary;8;132;7;0;unknown;no
telephone;primary;31;175;2;0;unknown;no
cellular;tertiary;29;251;2;0;unknown;no
cellular;secondary;14;184;2;0;unknown;no
cellular;secondary;14;119;3;0;unknown;no
cellular;tertiary;29;417;1;4;success;no
cellular;tertiary;15;95;1;0;unknown;no
cellular;secondary;14;125;2;0;unknown;no
cellular;tertiary;6;207;1;2;failure;yes
cellular;secondary;21;162;5;0;unknown;yes
cellular;secondary;18;176;1;0;unknown;no
cellular;tertiary;22;107;6;0;unknown;no
cellular;tertiary;17;28;1;1;failure;no
unknown;primary;15;1231;2;0;unknown;no
cellular;tertiary;20;200;4;0;unknown;no
unknown;tertiary;26;103;2;0;unknown;no
unknown;secondary;11;150;2;0;unknown;no
cellular;secondary;21;108;7;0;unknown;no
cellular;secondary;4;124;1;1;other;yes
cellular;primary;29;309;2;1;other;no
telephone;primary;18;353;3;0;unknown;no
telephone;primary;21;742;4;0;unknown;yes
cellular;tertiary;4;200;1;0;unknown;no
unknown;secondary;30;177;1;0;unknown;no
telephone;primary;4;151;2;0;unknown;no
unknown;tertiary;19;147;1;0;unknown;no
unknown;secondary;29;193;6;0;unknown;no
cellular;secondary;22;112;2;0;unknown;no
unknown;unknown;19;108;1;0;unknown;no
cellular;secondary;22;107;2;0;unknown;no
unknown;tertiary;6;106;2;0;unknown;no
cellular;secondary;12;463;3;0;unknown;no
cellular;secondary;19;163;4;0;unknown;no
unknown;primary;3;2456;2;0;unknown;no
cellular;tertiary;20;76;1;0;unknown;no
cellular;secondary;7;302;1;3;failure;no
unknown;tertiary;9;306;1;0;unknown;no
cellular;secondary;15;259;3;0;unknown;no
cellular;tertiary;11;72;2;1;other;no
cellular;tertiary;4;265;1;0;unknown;no
cellular;secondary;31;413;2;0;unknown;no
